,ID,Vote
354,996,2
355,9981,1
356,5992,7
357,8303,4
358,5442,7
359,3101,6
360,1407,8
361,6224,0
362,3034,0
363,8773,1
364,9939,3
365,9625,9
366,3648,7
367,5036,12
368,3738,11
369,2030,7
370,2343,6
371,7895,4
372,8127,7
373,1789,8
374,6594,7
375,7829,1
376,2123,7
377,8174,4
378,5616,7
379,1751,10
380,6871,4
381,5592,4
382,4313,9
383,5701,12
384,8879,1
385,8645,11
386,2429,7
387,5918,1
388,5589,7
389,5082,0
390,7777,4
391,7983,1
392,1935,1
393,9439,11
394,4699,4
395,9729,2
396,918,4
397,9232,7
398,7354,7
399,2017,1
400,1555,4
401,1506,4
402,8260,7
403,362,4
404,1742,1
405,4517,4
406,9266,4
407,2074,7
408,4206,5
409,2062,8
410,9891,4
411,3420,7
412,8233,1
413,2411,12
414,9060,7
415,5068,11
416,929,0
417,2268,3
418,3763,10
419,9817,3
420,8273,6
421,1860,7
422,8523,4
423,1006,8
424,8411,4
425,8005,11
426,5328,12
427,7203,7
428,3492,7
429,226,4
430,7124,10
431,4935,7
432,7610,8
433,5985,2
434,6921,7
435,3644,4
436,2910,3
437,8725,0
438,380,4
439,3003,3
440,8684,7
441,6714,7
442,4724,9
443,5218,4
444,7947,4
445,4934,4
446,22,7
447,8200,3
448,6287,3
449,448,11
450,4568,3
451,9823,4
452,5799,1
453,1375,2
454,5708,10
455,7438,4
456,1687,11
457,6214,4
458,732,4
459,3673,8
460,4800,9
461,4100,6
462,9883,4
463,7052,4
464,8577,4
465,6975,7
466,8609,4
467,7424,7
468,160,7
469,2547,5
470,1312,7
471,8159,4
472,3898,2
473,9258,2
474,1661,7
475,2137,4
476,1556,7
477,8685,4
478,9047,7
479,7244,5
480,9474,7
481,5044,10
482,4682,9
483,3253,5
484,3883,7
485,3088,7
486,4952,4
487,2278,7
488,6754,4
489,5813,1
490,3853,11
491,2679,11
492,2749,9
493,668,7
494,7879,7
495,6142,1
496,4919,10
497,3871,11
498,3580,4
499,8479,9
500,7365,10
501,1348,2
502,7652,9
503,6150,4
504,8136,4
505,3147,7
506,937,4
507,7362,7
508,9689,7
509,7588,7
510,413,4
511,3047,4
512,2018,7
513,2946,4
514,9376,4
515,4762,11
516,9221,2
517,4849,7
518,5950,6
519,8820,7
520,4865,7
521,462,5
522,9390,7
523,2021,7
524,7860,4
525,2154,1
526,876,3
527,7896,7
528,6966,3
529,7592,7
530,3474,2
531,5946,5
532,2450,2
533,2045,5
534,5614,7
535,2764,4
536,1154,9
537,4095,10
538,387,1
539,762,6
540,4318,2
541,3229,8
542,6351,12
543,8363,7
544,4766,3
545,2798,7
546,3591,11
547,9328,1
548,1643,4
549,4308,1
550,3369,1
551,9351,11
552,4767,7
553,9426,0
554,70,1
555,3545,7
556,7371,10
557,3775,11
558,4737,0
559,2579,2
560,1957,2
561,6298,8
562,6708,9
563,5777,4
564,4694,7
565,9430,4
566,982,10
567,3246,1
568,682,10
569,9188,7
570,6549,2
571,4907,7
572,1714,7
573,1277,7
574,1458,4
575,945,7
576,5785,7
577,7630,9
578,663,7
579,8651,3
580,1119,4
581,2262,5
582,5535,9
583,2303,4
584,337,12
585,9647,4
586,6111,4
587,5337,2
588,7691,4
589,8151,3
590,4411,5
591,3507,4
592,222,2
593,4627,4
594,6202,11
595,3036,7
596,7502,10
597,1650,4
598,6148,4
599,9620,4
600,2914,1
601,4664,8
602,356,7
603,3295,4
604,492,10
605,7478,1
606,545,3
607,1618,6
608,3499,1
609,6842,8
610,4247,7
611,4644,8
612,6558,4
613,4224,7
614,3140,7
615,6421,12
616,2464,7
617,3786,0
618,270,9
619,5912,12
620,8657,4
621,1792,1
622,6604,12
623,2959,11
624,5515,4
625,2613,4
626,2255,3
627,7510,4
628,6889,1
629,9003,0
630,8471,8
631,5498,4
632,6911,5
633,7550,4
634,7182,4
635,5246,6
636,8939,2
637,6794,4
638,7977,7
639,2771,2
640,9798,4
641,3822,4
642,4143,9
643,8186,2
644,9834,1
645,9489,2
646,6568,10
647,4461,7
648,9666,3
649,2906,1
650,3806,2
651,2545,0
652,4856,7
653,5048,7
654,3109,12
655,1785,4
656,4348,12
657,3899,9
658,8216,12
659,583,7
660,1447,8
661,1975,7
662,1867,7
663,6072,12
664,7383,3
665,5244,7
666,1409,4
667,678,4
668,1806,11
669,2507,4
670,6760,2
671,5884,4
672,8886,1
673,7267,4
674,7794,4
675,1553,4
676,5853,8
677,7567,0
678,3725,2
679,1139,7
680,3708,6
681,8252,9
682,1669,12
683,9225,7
684,4605,7
685,5064,10
686,5073,9
687,2424,7
688,2329,9
689,2332,7
690,4697,1
691,6195,2
692,5278,7
693,7242,1
694,1868,0
695,4366,3
696,9535,7
697,926,8
698,8177,2
699,2318,7
700,1582,4
701,3266,8
702,3429,2
703,7850,3
704,8699,7
705,3986,4
706,213,4
707,4209,8
708,1408,4
709,1505,10
710,2326,4
711,817,4
712,8076,4
713,8790,12
714,5349,1
715,571,12
716,5868,4
717,8164,3
718,6751,12
719,2103,7
720,7441,7
721,5033,4
722,7641,7
723,9754,8
724,7636,8
725,2826,12
726,4293,1
727,7181,2
728,8428,11
729,1141,7
730,7254,1
731,410,7
732,4082,2
733,1939,7
734,1079,2
735,9713,6
736,8261,4
737,72,8
738,1673,7
739,6510,3
740,1818,7
741,4436,7
742,9409,3
743,8799,0
744,7989,0
745,6926,8
746,4743,7
747,493,3
748,1413,4
749,3351,7
750,3094,0
751,7356,4
752,2791,1
753,2936,4
754,6379,7
755,7762,10
756,2952,4
757,1341,0
758,9937,7
759,5075,4
760,7613,2
761,2765,3
762,6908,7
763,3110,0
764,79,0
765,7396,3
766,8815,11
767,4212,7
768,9262,6
769,4432,9
770,2997,7
771,9070,7
772,8677,4
773,5184,4
774,6599,1
775,8626,4
776,2375,1
777,5435,2
778,1813,1
779,8868,11
780,8953,1
781,8018,9
782,1238,11
783,2267,3
784,2719,4
785,7234,4
786,5865,4
787,5308,1
788,2186,1
789,3918,8
790,4823,4
791,6636,3
792,745,1
793,3001,4
794,6899,1
795,5744,8
796,1784,5
797,4287,7
798,353,4
799,2874,4
800,2426,2
801,4,12
802,735,5
803,1917,0
804,3710,10
805,8125,7
806,9243,12
807,6876,9
808,3873,4
809,4781,4
810,3654,9
811,1729,7
812,4005,8
813,7196,7
814,4651,4
815,4553,7
816,9931,4
817,2808,7
818,3841,12
819,5226,7
820,4836,0
821,4824,4
822,7981,8
823,2276,0
824,5103,9
825,4126,7
826,8292,12
827,3277,11
828,6503,7
829,1491,4
830,7579,12
831,7118,8
832,2535,9
833,2472,3
834,7361,7
835,1766,11
836,6821,4
837,7121,7
838,9935,2
839,4898,2
840,2875,7
841,8796,4
842,2162,4
843,3685,7
844,9811,4
845,3089,7
846,2511,8
847,7189,7
848,3742,0
849,9839,1
850,9033,8
851,8543,0
852,6715,1
853,4369,7
854,3491,9
855,4363,1
856,4062,10
857,1909,12
858,5936,7
859,1513,11
860,8230,4
861,3688,7
862,5089,4
863,8554,7
864,6804,1
865,7514,1
866,5976,1
867,2251,11
868,4754,2
869,4257,2
870,4387,1
871,920,6
872,1116,6
873,7968,3
874,7908,3
875,323,8
876,1750,0
877,8393,4
878,1627,9
879,4007,4
880,8711,7
881,852,12
882,4687,7
883,7066,1
884,4337,7
885,9260,2
886,7695,5
887,6384,2
888,3464,4
889,4290,4
890,5666,7
891,8367,9
892,2461,6
893,1579,4
894,3784,10
895,8404,8
896,4880,6
897,4021,2
898,8791,7
899,3565,3
900,709,4
901,9314,7
902,7233,4
903,9909,0
904,2978,3
905,6532,1
906,4298,7
907,7967,9
908,1473,4
909,9504,6
910,6971,3
911,7707,4
912,3177,11
913,4035,4
914,6358,12
915,1104,7
916,9472,7
917,8045,4
918,4323,6
919,1146,7
920,7395,4
921,6392,7
922,559,4
923,4843,9
924,4058,7
925,9308,4
926,2031,7
927,6879,7
928,5762,1
929,7892,4
930,9649,11
931,7193,6
932,7319,1
933,1170,7
934,1233,4
935,6353,12
936,6897,1
937,8995,1
938,3745,12
939,186,12
940,3925,7
941,1047,3
942,2159,4
943,3678,7
944,710,7
945,6447,1
946,1220,10
947,9720,1
948,1774,2
949,250,7
950,3601,11
951,111,4
952,9293,7
953,3393,4
954,3721,11
955,7988,7
956,4000,12
957,1607,7
958,4433,1
959,3554,10
960,9500,3
961,3390,1
962,9459,7
963,6201,2
964,977,9
965,8505,1
966,5511,1
967,9460,11
968,6642,4
969,8826,3
970,9816,7
971,1529,12
972,2999,4
973,4311,7
974,4278,4
975,7746,1
976,7533,4
977,3416,7
978,1030,4
979,2608,5
980,3769,8
981,953,7
982,386,4
983,7420,7
984,372,7
985,9850,7
986,4943,0
987,9737,7
988,3057,7
989,4168,7
990,8988,0
991,2001,4
992,4244,4
993,7194,0
994,2034,7
995,2177,11
996,3979,9
997,7995,0
998,916,4
999,1049,7
1000,2928,7
1001,7001,11
1002,6933,3
1003,2105,1
1004,7986,9
1005,969,6
1006,2412,3
1007,5643,6
1008,1536,3
1009,7902,7
1010,1517,3
1011,9345,7
1012,6027,0
1013,4042,7
1014,9220,6
1015,5104,7
1016,5564,7
1017,8822,6
1018,2589,7
1019,2144,0
1020,7901,4
1021,3190,7
1022,6763,9
1023,438,4
1024,2901,12
1025,3217,5
1026,6884,4
1027,1023,8
1028,4696,7
1029,8278,3
1030,5249,8
1031,2574,7
1032,101,7
1033,7627,7
1034,6969,7
1035,8255,3
1036,6818,7
1037,5747,0
1038,9975,6
1039,7202,2
1040,6464,7
1041,2254,7
1042,2173,1
1043,9082,7
1044,2065,4
1045,6026,4
1046,853,12
1047,2685,7
1048,2599,4
1049,9094,7
1050,4616,4
1051,8030,7
1052,9462,7
1053,7137,1
1054,1330,7
1055,1411,0
1056,5849,7
1057,6970,9
1058,7276,4
1059,8143,8
1060,1428,10
1061,7473,7
1062,6799,7
1063,5072,1
1064,8595,4
1065,7014,1
1066,9179,0
1067,7243,4
1068,3854,4
1069,4457,9
1070,9506,4
1071,1068,7
1072,9932,4
1073,9923,4
1074,5372,1
1075,1954,2
1076,9333,4
1077,7821,7
1078,3371,2
1079,100,0
1080,8782,5
1081,7480,1
1082,6953,6
1083,3852,10
1084,5208,0
1085,4642,7
1086,4259,4
1087,223,3
1088,525,2
1089,5814,4
1090,3297,1
1091,1419,7
1092,2419,9
1093,8975,0
1094,9938,4
1095,9478,7
1096,9317,2
1097,7422,7
1098,8361,7
1099,3263,5
1100,6131,7
1101,8811,7
1102,6124,7
1103,3288,4
1104,383,7
1105,6064,1
1106,5290,7
1107,8589,4
1108,9779,1
1109,8495,5
1110,2658,8
1111,9696,7
1112,816,6
1113,2095,7
1114,5365,4
1115,5552,9
1116,7108,7
1117,4991,5
1118,1526,6
1119,5637,4
1120,1705,10
1121,5883,8
1122,365,4
1123,1565,2
1124,7298,9
1125,6811,4
1126,9229,1
1127,8578,7
1128,8565,4
1129,6726,4
1130,1442,10
1131,715,5
1132,2861,12
1133,6771,11
1134,8746,2
1135,8660,4
1136,1270,1
1137,6619,4
1138,4149,11
1139,3125,8
1140,9240,10
1141,4689,7
1142,4569,4
1143,1075,7
1144,1700,0
1145,6296,4
1146,5431,3
1147,5070,4
1148,2,7
1149,3851,10
1150,4176,9
1151,235,1
1152,321,6
1153,9992,2
1154,7925,1
1155,2399,7
1156,2902,11
1157,1319,8
1158,5356,11
1159,1007,12
1160,5958,7
1161,4931,4
1162,3920,6
1163,4650,9
1164,837,7
1165,6657,1
1166,9742,7
1167,4820,3
1168,8770,3
1169,8099,9
1170,3539,6
1171,8210,7
1172,5657,1
1173,7350,7
1174,2215,7
1175,8047,10
1176,827,7
1177,7552,4
1178,401,4
1179,3281,4
1180,9098,7
1181,6432,7
1182,4416,11
1183,3609,1
1184,7739,1
1185,779,7
1186,7893,4
1187,3653,0
1188,9974,7
1189,4753,2
1190,1495,12
1191,2385,7
1192,9396,11
1193,7616,7
1194,8896,4
1195,6394,12
1196,8891,4
1197,8156,0
1198,1328,5
1199,6585,0
1200,9829,11
1201,9518,7
1202,7213,4
1203,3158,4
1204,6350,4
1205,3526,0
1206,1590,4
1207,4757,7
1208,6227,9
1209,7884,4
1210,8857,4
1211,95,4
1212,5487,10
1213,3394,6
1214,8510,10
1215,273,7
1216,4575,8
1217,1258,4
1218,5081,4
1219,7074,4
1220,3862,7
1221,6727,7
1222,7161,4
1223,309,10
1224,5325,7
1225,4405,9
1226,3758,0
1227,2637,6
1228,1493,0
1229,1586,7
1230,1426,11
1231,9988,1
1232,2207,9
1233,4970,12
1234,7206,0
1235,4349,10
1236,7804,7
1237,2591,4
1238,1028,0
1239,2188,3
1240,2979,3
1241,2205,9
1242,118,4
1243,6445,1
1244,6996,4
1245,6115,0
1246,6943,2
1247,1485,4
1248,8100,7
1249,9348,11
1250,8357,7
1251,5215,10
1252,9448,0
1253,3976,1
1254,2799,4
1255,5476,5
1256,9498,7
1257,1545,2
1258,5262,4
1259,5887,7
1260,7225,4
1261,2751,8
1262,3209,4
1263,1873,4
1264,2374,8
1265,5943,0
1266,9776,1
1267,5656,7
1268,1,5
1269,2896,7
1270,3226,6
1271,9318,1
1272,1695,11
1273,1945,1
1274,2336,7
1275,1449,0
1276,3844,8
1277,1630,7
1278,8320,7
1279,9048,9
1280,9364,4
1281,2958,12
1282,1280,3
1283,9972,5
1284,3382,12
1285,612,2
1286,3525,7
1287,5391,7
1288,2949,4
1289,1839,4
1290,405,4
1291,9051,2
1292,6949,4
1293,3824,1
1294,5986,0
1295,4817,0
1296,823,7
1297,8061,11
1298,8406,7
1299,5465,4
1300,5416,4
1301,8731,7
1302,7701,6
1303,3906,8
1304,1171,2
1305,648,7
1306,6112,7
1307,5012,11
1308,5169,1
1309,8053,5
1310,935,7
1311,6243,7
1312,7131,1
1313,5384,9
1314,5043,7
1315,9418,11
1316,5793,4
1317,4434,0
1318,6042,1
1319,7683,9
1320,6595,9
1321,3541,0
1322,3268,4
1323,1150,4
1324,5539,11
1325,8823,4
1326,5023,1
1327,3633,9
1328,7426,12
1329,2122,8
1330,6130,1
1331,1510,11
1332,4516,0
1333,7240,7
1334,7316,1
1335,2724,9
1336,1679,6
1337,8482,3
1338,1539,8
1339,8870,2
1340,8298,6
1341,5422,1
1342,8023,7
1343,6245,8
1344,9309,8
1345,7027,9
1346,4174,9
1347,7856,7
1348,4592,8
1349,9773,1
1350,4774,0
1351,5352,7
1352,9615,1
1353,5524,7
1354,3005,0
1355,9330,6
1356,9520,4
1357,1880,5
1358,3916,7
1359,3148,4
1360,4260,10
1361,6896,11
1362,1333,5
1363,7851,1
1364,5816,7
1365,7437,10
1366,4550,5
1367,9435,0
1368,4826,4
1369,5501,4
1370,6835,9
1371,3032,7
1372,3664,7
1373,1196,9
1374,4741,2
1375,423,12
1376,1798,4
1377,5267,4
1378,9543,4
1379,6208,7
1380,3562,1
1381,2269,1
1382,3950,7
1383,7811,10
1384,1265,1
1385,2587,8
1386,7975,7
1387,5401,10
1388,8858,5
1389,2066,0
1390,9530,0
1391,3167,10
1392,7357,10
1393,6146,1
1394,4471,7
1395,7646,0
1396,8016,3
1397,4666,11
1398,4215,12
1399,339,4
1400,2850,7
1401,8339,0
1402,5733,9
1403,5561,4
1404,9446,4
1405,547,9
1406,2759,11
1407,5440,0
1408,834,7
1409,5150,7
1410,824,7
1411,3152,7
1412,4491,8
1413,6980,5
1414,8597,4
1415,4455,8
1416,9469,7
1417,6252,11
1418,2569,2
1419,3185,11
1420,2448,6
1421,1982,7
1422,8431,4
1423,5243,4
1424,4029,7
1425,1862,7
1426,5730,7
1427,2885,4
1428,2313,7
1429,6425,12
1430,3715,4
1431,4231,4
1432,2755,10
1433,3310,6
1434,199,7
1435,8859,9
1436,6738,9
1437,5930,4
1438,1969,7
1439,326,4
1440,6424,4
1441,2246,0
1442,1376,11
1443,4510,7
1444,7022,3
1445,8659,2
1446,8941,7
1447,905,10
1448,2976,2
1449,5402,2
1450,7681,12
1451,9421,4
1452,2379,7
1453,5579,4
1454,1414,7
1455,2134,7
1456,6069,5
1457,9973,7
1458,490,7
1459,836,7
1460,6399,1
1461,3063,7
1462,2192,7
1463,2138,9
1464,1305,4
1465,5818,7
1466,325,7
1467,5959,4
1468,7871,7
1469,8434,8
1470,1266,8
1471,4080,8
1472,5127,7
1473,358,12
1474,1787,7
1475,5621,0
1476,5771,7
1477,6859,7
1478,5001,1
1479,5457,12
1480,7772,7
1481,271,7
1482,3380,1
1483,2393,10
1484,6065,1
1485,5896,2
1486,2073,4
1487,5355,2
1488,6253,3
1489,5692,8
1490,2860,7
1491,6700,1
1492,8352,4
1493,7036,7
1494,2878,7
1495,2048,7
1496,4563,2
1497,5607,7
1498,6145,7
1499,6634,7
